provincia,canton,pobtot,otra,blanca,indígena,mestiza,montubia,mulata,afroec,rural,escolaridad,analf,NBI,agua,elec,basura,pea,ocupada,publico,provincia_elec,canton_elec,cargo,gana,partido_num,partido
AZUAY,SAN FERNANDO,3993,0,1.27723516153268,0.200350613573754,96.5940395692462,0,0.175306786877035,1.72802404207363,63.335837716003006,6.7633517495,8.3303539507,56.826196474,57.918968692,97.974217311,60.773480663,1723,1690,138,Azuay,San Fernando,Alcaldía,Claudio Loja Loja,35,Alianza PAIS
AZUAY,SANTA ISABEL,18393,0.179416082205187,4.40384929049095,0.489316587832328,92.5134562061654,0.201163486108846,0.728538030772577,1.4842603164247299,69.515576578046,6.8670103093,7.8754135399,66.482100762,47.791411043,96.134969325,44.396728016,7585,7447,562,Azuay,Santa Isabel,Alcaldía,Ernesto Guerrero,12-2,Izquierda Democrática - Unidad Popular
AZUAY,SEVILLA DE ORO,5889,0,5.85838003056546,0.798098149091527,91.6284598403804,0.203769740193581,0.305654610290372,1.15469519443029,85.77007980981492,7.3769765971,5.4797856795,70.9025916,38.35443038,96.392405063,39.810126582,2410,2365,396,Azuay,Sevilla de Oro,Alcaldía,Rolando Calle,4-20,Ecuatoriano Unido - Democracia Si
AZUAY,SIGSIG,26910,0.115198810850985,2.94685990338164,1.4121144555927199,93.8870308435526,0.159791898922334,0.531400966183575,0.947603121516165,86.33965068747678,5.6103784404,11.564229537,79.959718026,29.740039559,95.069228596,46.044080249,11805,11582,649,Azuay,Sigsig,Alcaldía,Pablo Uyaguari Quezada,35,Alianza PAIS
BOLÍVAR,CALUMA,13129,0.213268337268642,3.10762434305735,2.25455099398279,91.7891690151573,1.12727549699139,0.403686495544215,1.1044253179983201,52.25074263081727,8.4284504657,6.8055246157,64.253393665,50.393479483,90.584598089,66.132658797,4994,4797,635,Bolívar,Caluma,Alcaldía,Angel Suarez Garcia,21-100,Movimiento CREO - SIARI
BOLÍVAR,CHILLANES,17406,0,2.24635183270137,3.7630702056762,91.8533838906124,0.741123750430886,0.626220843387338,0.712398023669999,84.59726531081236,6.7026180354000005,14.169479789,85.015909748,24.629997791,82.968853545,33.112436492,6565,6342,568,Bolívar,Chillanes,Alcaldía,Carmita Naucin,21-100,Movimiento CREO - SIARI
BOLÍVAR,CHIMBO,15779,0,3.06103048355409,3.46029532923506,92.084415995944,0.380252233981875,0.234488877622156,0.722479244565562,72.10216110019645,7.5636007828,9.8997265269,73.907455013,39.474324653,91.09272329,39.742029691,6031,5727,970,Bolívar,Chimbo,Alcaldía,Luis Prado Velasquez,3-77,Partido Sociedad Patriotica - MINGA
BOLÍVAR,ECHEANDÍA,12114,0.156843321776457,4.67228000660393,4.3916130097408,85.5291398382037,3.47531781409939,0.462275053656926,1.3125309559187701,49.0671949810137,7.6951807229,10.045215691,67.133969307,49.847931873,91.484184915,65.906326034,4684,4479,507,Bolívar,Echeandía,Alcaldía,Patricio Escudero,23-6,Movimiento SUMA - Partido Social Cristiano
BOLÍVAR,GUARANDA,91877,0.114283226487587,2.30090229328341,46.9943511433765,49.0601565135997,0.804336232136443,0.229654864656007,0.49631572646037603,74.0152595317653,7.0095421557,18.017790357,77.915188525,35.453989338,86.306038626,37.879052696,37519,36247,4705,Bolívar,Guaranda,Alcaldía,Medardo Chimbolema,18,Pachakutik
BOLÍVAR,LAS NAVES,6092,0.114904793171372,3.57846355876559,1.3624425476034099,82.41956664478,8.09258043335522,1.06697307944846,3.3650689428759,75.62376887721602,7.4014794889,9.3873517787,85.178453404,31.454783748,90.891218873,50,2300,2258,174,Bolívar,Las Naves,Alcaldía,Cynthia Solano,35,Alianza PAIS
